incident_id,sensor_id,work_status,location_info_x,location_info_y,collect_time,air_temperature(°C),humidity(volume %),photosynthetic_effect(μmol/m²/s),atmo_pressure(Pa),light_sensor(Lux),min_wind_dir(°),max_wind_dir(°),avg_wind_dir(°),min_wind_speed(m/s),max_wind_speed(m/s),avg_wind_speed(m/s),rainfall(mm),rainfall_time(min),rainfall_extent(mm),max_rainfall_extent(mm),heat_temparature(°C),toppling_condition,co2_concentration(ppm)
17,311,1,87.30584,44.2181,202407021116,23.57,68.64,472,94790,29770,294.7,304.1,300.1,3.1,4,3.5,175.6,8740,0,0,24.02,0,390
18,311,1,87.30584,44.2181,202407021218,23.22,72.53,312,94840,18070,284.5,305.1,294.1,3,4,3.5,175.6,8740,0,0,23.5,0,386
19,311,1,87.30584,44.2181,202407021320,22.84,74.72,393,94860,22995,283.6,314.9,298,2.4,3.9,3.3,175.6,8740,0,0,23.11,0,391
20,311,1,87.30584,44.2181,202407021427,21.51,79.92,412,94850,24615,291.8,318.1,303.4,2.8,3.7,3.2,179,8910,3.4,24,19.34,0,387
21,311,1,87.30584,44.2181,202407021529,21.49,74.37,467,94890,27400,277.5,294.9,287.6,3.8,5.4,4.5,179.2,8920,0.2,12,21.75,0,383
22,311,1,87.30584,44.2181,202407021732,18.64,92.33,128,94970,9225,241.8,257,248.4,2.5,4.1,3.4,193.6,9640,10.8,24,17.96,0,414
23,311,1,87.30584,44.2181,202407021833,18.62,92.92,151,94980,9880,245.3,294.3,269.5,2.5,4.6,3.5,199,9910,5.4,12,17.96,0,414
24,311,1,87.30584,44.2181,202407022036,18.66,93.74,53,94980,3890,320.2,320.2,320.2,0.5,0.6,0.6,202.2,10070,0.6,12,18.29,0,419
25,311,1,87.30584,44.2181,202407022138,18.48,93.42,12,95010,1100,116.5,139,122.8,0.6,1.3,1,202.2,10070,0,0,18.43,0,424
26,311,1,87.30584,44.2181,202407022239,18.79,94.9,0,95080,15,143.6,143.6,143.6,0.4,0.7,0.6,202.4,10080,0.2,12,18.76,0,433
27,311,1,87.30584,44.2181,202407030144,17.24,87.84,0,95100,0,93.1,93.1,93.1,0.7,0.8,0.8,202.8,10100,0,0,17.71,0,512
28,311,1,87.30584,44.2181,202407030246,17.02,91.59,0,95110,0,140.5,140.5,140.5,0,0.4,0.2,202.8,10100,0,0,17.26,0,435
29,311,1,87.30584,44.2181,202407030347,18.14,88.48,0,95070,0,163.3,206.5,178,0.9,1.7,1.4,202.8,10100,0,0,18.25,0,431
30,311,1,87.30584,44.2181,202407030448,18.4,87.27,0,95060,0,152.7,171.8,162.5,0.7,0.9,0.8,202.8,10100,0,0,18.5,0,440
31,311,1,87.30584,44.2181,202407030550,18.42,86.78,0,95070,0,164,180,171.6,0.7,1,0.8,202.8,10100,0,0,18.47,0,450
32,311,1,87.30584,44.2181,202407030652,17.33,90.85,0,95080,15,228,228,228,0.6,0.7,0.7,202.8,10100,0,0,17.57,0,486
33,311,1,87.30584,44.2181,202407030753,17.46,88.79,39,95130,1845,217.1,248.9,233.8,1.4,2.1,1.8,202.8,10100,0,0,17.6,0,452
34,311,1,87.30584,44.2181,202407030854,18.03,85,351,95170,28665,208.1,227,210.5,0.6,1.3,0.8,202.8,10100,0,0,18.59,0,435
35,311,1,87.30584,44.2181,202407030956,20.55,73.97,688,95170,54235,258.6,276.7,263,1,1.6,1.3,202.8,10100,0,0,21.35,0,407
36,311,1,87.30584,44.2181,202407031057,22.41,67.05,1029,95190,68320,283.7,309.2,294.2,1.6,2.6,2.2,202.8,10100,0,0,22.94,0,394
37,311,1,87.30584,44.2181,202407031159,23.55,58.01,1326,95180,81730,267,299.2,276.4,1.5,3,2.4,202.8,10100,0,0,24,0,392
38,311,1,87.30584,44.2181,202407031301,24.74,51.46,1577,95170,92190,224.9,238.2,231.5,0.8,1.1,0.9,202.8,10100,0,0,25.22,0,394
39,311,1,87.30584,44.2181,202407031402,25.52,50.61,1726,95150,99650,251.5,261.8,255.9,0.6,1,0.8,202.8,10100,0,0,26.07,0,396
40,311,1,87.30584,44.2181,202407031503,26.49,54.37,1771,95110,102565,306.8,342.5,323.5,0.7,1.4,0.9,202.8,10100,0,0,27.02,0,384
41,311,1,87.30584,44.2181,202407041851,29.64,36.71,917,94810,73705,279.4,298.6,279.8,0.7,0.9,0.8,202.8,10100,0,0,32.65,0,397
42,311,1,87.30584,44.2181,202407042051,28.99,51.93,287,94790,36170,251.5,251.5,251.5,0.6,0.7,0.6,202.8,10100,0,0,31.78,0,375
43,311,1,87.30584,44.2181,202407042151,26.8,51.33,71,94810,11220,188.1,198.4,195.1,0.9,1,1,202.8,10100,0,0,27.93,0,399
44,311,1,87.30584,44.2181,202407042250,23.84,59.95,0,94790,85,332.7,332.7,332.7,0,0.4,0.3,202.8,10100,0,0,23.84,0,452
45,311,1,87.30584,44.2181,202407042351,22.89,70.84,0,94810,0,208.7,208.7,208.7,0.5,0.5,0.5,202.8,10100,0,0,23.06,0,590
46,311,1,87.30584,44.2181,202407050050,22.95,61.61,0,94740,0,198.4,198.9,198.65,0.7,0.8,0.7,202.8,10100,0,0,23.02,0,554
47,311,1,87.30584,44.2181,202407050151,21.48,71.05,0,94710,0,18.4,18.4,18.4,0.6,0.7,0.6,202.8,10100,0,0,21.52,0,503
48,311,1,87.30584,44.2181,202407050250,19.84,75.62,0,94680,0,317.1,333.4,325,1.2,1.4,1.3,202.8,10100,0,0,19.78,0,588
49,311,1,87.30584,44.2181,202407050350,19.46,76.89,0,94640,0,187.4,197.9,192.9,0.8,1.1,1,202.8,10100,0,0,19.42,0,549
50,311,1,87.30584,44.2181,202407050450,18.83,78.96,0,94610,0,253,261.8,259.2,0.8,1.1,0.9,202.8,10100,0,0,18.58,0,545
51,311,1,87.30584,44.2181,202407050550,18.34,76.8,0,94640,0,192,213.1,204.9,0.8,1.2,1,202.8,10100,0,0,18.45,0,501
52,311,1,87.30584,44.2181,202407050651,17.1,77.3,0,94680,35,228.7,235,231.1,1.2,1.4,1.3,202.8,10100,0,0,17.05,0,457
53,311,1,87.30584,44.2181,202407050750,16.28,79.69,95,94720,8085,227.6,263.2,246.1,2.3,3.3,2.7,202.8,10100,0,0,16.37,0,406
54,311,1,87.30584,44.2181,202407050850,18.79,75.07,362,94760,31515,242,259.8,249.9,1.6,1.9,1.8,202.8,10100,0,0,19.27,0,380
55,311,1,87.30584,44.2181,202407050950,21.28,69.04,700,94740,51320,262.7,277.1,269.2,1.6,2.5,2.1,202.8,10100,0,0,22.04,0,368
56,311,1,87.30584,44.2181,202407051050,22.52,59.82,1068,94840,68695,292.1,328.9,310.8,2.6,5.1,3.7,202.8,10100,0,0,22.78,0,365
57,311,1,87.30584,44.2181,202407051150,22.87,63.53,1479,94820,86150,300.1,325.4,313.7,2.9,4.8,4,202.8,10100,0,0,23.19,0,362
58,311,1,87.30584,44.2181,202407051250,23.23,61.94,1735,94740,98435,291.9,317,303.5,2.9,4.3,3.7,202.8,10100,0,0,23.6,0,361
59,311,1,87.30584,44.2181,202407051348,24.57,60.91,1302,94710,104415,274.4,298.1,284.2,1.2,2,1.7,202.8,10100,0,0,25.28,0,360
60,311,1,87.30584,44.2181,202407051445,25.37,56.58,1865,94640,114440,319.2,340.1,329.3,1.7,2.8,2.3,202.8,10100,0,0,25.87,0,359
61,311,1,87.30584,44.2181,202407051546,26.51,56.28,1923,94590,97260,231.4,261,244.3,1.6,3.6,2.8,202.8,10100,0,0,27.26,0,354
62,311,1,87.30584,44.2181,202407051646,26.55,58.48,581,94590,83825,250.1,272.8,264.3,2.1,4.1,3,202.8,10100,0,0,27.17,0,357
63,311,1,87.30584,44.2181,202407051746,24.71,57.08,282,94570,20495,260.5,275.5,268.9,1.5,2.7,2.1,202.8,10100,0,0,25.17,0,360
64,311,1,87.30584,44.2181,202407051846,25.69,54.63,400,94570,19830,241.4,253.1,246.3,1.7,2.5,2.2,202.8,10100,0,0,25.99,0,357
65,311,1,87.30584,44.2181,202407051946,26,54.14,273,94540,16670,247.3,273.1,257.8,1.7,2.4,2.1,202.8,10100,0,0,26.4,0,365
66,311,1,87.30584,44.2181,202407052045,25.37,54.4,136,94560,7840,253.9,267.3,260.5,2.1,3.7,2.8,202.8,10100,0,0,25.52,0,368
67,311,1,87.30584,44.2181,202407052145,24.71,57.08,16,94620,1375,246.6,270,262.2,0.9,1.4,1.2,202.8,10100,0,0,24.75,0,384
68,311,1,87.30584,44.2181,202407052245,23.53,59.78,0,94650,45,282.5,305.5,291.9,1.1,1.7,1.5,202.8,10100,0,0,23.74,0,405
69,311,1,87.30584,44.2181,202407052345,22.64,60.83,0,94700,0,277.2,293.4,284.3,1.3,1.8,1.5,202.8,10100,0,0,22.77,0,405
70,311,1,87.30584,44.2181,202407060045,20.94,68.29,0,94690,0,224.9,254,228.3,0.9,1.4,1.1,202.8,10100,0,0,20.69,0,408
71,311,1,87.30584,44.2181,202407060145,18.93,76.67,0,94680,0,170.7,181.3,174.3,0.8,1,0.9,202.8,10100,0,0,18.87,0,428
72,311,1,87.30584,44.2181,202407060245,18.06,81.12,0,94650,0,177.2,198.4,185.3,0.7,1,0.8,202.8,10100,0,0,18.09,0,435
73,311,1,87.30584,44.2181,202407060345,17.74,83.75,0,94620,0,232.5,232.5,232.5,0.4,0.6,0.5,202.8,10100,0,0,17.69,0,457
74,311,1,87.30584,44.2181,202407060445,17.87,83.01,0,94610,0,198.4,198.4,198.4,0.4,0.5,0.4,202.8,10100,0,0,17.82,0,475
75,311,1,87.30584,44.2181,202407060545,16.09,87.98,0,94580,0,49.3,54.9,52.1,0.6,0.8,0.7,202.8,10100,0,0,16.48,0,523
76,311,1,87.30584,44.2181,202407060645,15.76,91.35,0,94670,15,184.7,202.2,192.6,0.9,1.2,1.1,202.8,10100,0,0,16.02,0,478
77,311,1,87.30584,44.2181,202407060745,17.07,83.78,75,94640,7600,219.7,237.4,228.7,0.9,1.2,1.1,202.8,10100,0,0,17.28,0,439
78,311,1,87.30584,44.2181,202407060845,18.31,83.46,378,94640,32320,245.5,270,252.4,1.2,1.8,1.5,202.8,10100,0,0,19.09,0,415
79,311,1,87.30584,44.2181,202407060945,21.33,73.82,638,94690,28635,234.3,249.4,239.4,0.8,1.4,1.1,202.8,10100,0,0,21.96,0,371
80,311,1,87.30584,44.2181,202407061045,23.73,62.14,755,94700,56465,279.7,279.7,279.7,0.4,0.6,0.5,202.8,10100,0,0,25.58,0,370
81,311,1,87.30584,44.2181,202407061145,24.83,62.08,1050,94640,70480,300.3,315,307.7,0.8,1.3,1.1,202.8,10100,0,0,26.21,0,364
82,311,1,87.30584,44.2181,202407061245,26.15,57.13,702,94640,65975,245.3,262.7,254.2,0.7,1.6,1.1,202.8,10100,0,0,26.96,0,364
83,311,1,87.30584,44.2181,202407061315,26.98,54.68,702,94610,47110,324.6,354.2,345.7,0.9,1.6,1.2,202.8,10100,0,0,28.19,0,364
84,311,1,87.30584,44.2181,202407061317,26.98,54.68,702,94610,47110,324.6,354.2,345.7,0.9,1.6,1.2,202.8,10100,0,0,28.19,0,364
85,311,1,87.30584,44.2181,202407061417,28.01,45.54,655,94580,145430,0,358.2,358.9,1.3,2.3,1.8,202.8,10100,0,0,29.5,0,360
86,311,1,87.30584,44.2181,202407061517,28.18,44.02,1262,94500,118730,306.2,319.7,312.5,2.1,2.6,2.3,202.8,10100,0,0,29.12,0,366
87,311,1,87.30584,44.2181,202407061617,28.62,49.95,1112,94450,61420,314.2,331.5,319.1,1.1,1.6,1.2,202.8,10100,0,0,29.76,0,353
88,311,1,87.30584,44.2181,202407061717,26.19,55.94,980,94490,16305,271.4,297.3,285.1,1.5,2.1,1.8,202.8,10100,0,0,26.63,0,358
89,311,1,87.30584,44.2181,202407061817,21.56,77.6,211,94730,2835,248.5,271.7,259.8,3.7,7.3,5.5,208.2,10370,5.4,36,19.14,0,367
90,311,1,87.30584,44.2181,202407061917,19.7,86.24,46,94800,2545,246.7,275.3,264,3.1,3.8,3.4,220,10960,11.8,24,18.29,0,392
91,311,1,87.30584,44.2181,202407062017,18.64,89.68,32,94900,2135,266.4,299.4,276.2,3.3,6.1,4.6,227.6,11340,7.6,24,17.58,0,399
92,311,1,87.30584,44.2181,202407062117,17.92,90.99,29,94960,1210,265.7,285.9,276.6,1.8,2.3,2,234.6,11690,7,36,17.08,0,401
93,311,1,87.30584,44.2181,202407062217,18.41,91.29,13,94980,0,215.5,226.3,220.4,0.9,1.3,1.1,235,11710,0.4,12,17.92,0,398
94,311,1,87.30584,44.2181,202407062317,18.89,91.25,0,94990,0,126.1,146.3,130.7,0.9,1.8,1.3,235,11710,0,0,18.72,0,401
95,311,1,87.30584,44.2181,202407070017,18.79,91.42,0,94960,0,102,147.7,130.7,0.7,1.3,1,235,11710,0,0,18.81,0,406
96,311,1,87.30584,44.2181,202407070117,18.58,90.44,0,94910,0,122,231,158.2,0.5,1.4,1,235,11710,0,0,18.72,0,406
97,311,1,87.30584,44.2181,202407070217,18.72,88.5,0,94850,0,116.5,173.6,155.6,0.7,1.5,1.1,235,11710,0,0,18.87,0,399
98,311,1,87.30584,44.2181,202407070317,18.53,89.4,0,94870,0,158.1,182.7,167.6,0.9,1.6,1.3,235,11710,0,0,18.72,0,407
99,311,1,87.30584,44.2181,202407070417,18.74,86.84,0,94860,0,90,128.2,117.9,0.7,1.1,0.9,235,11710,0,0,18.85,0,414
100,311,1,87.30584,44.2181,202407070517,18.27,88.19,0,94870,0,173.6,194,182.7,1.1,1.4,1.2,235,11710,0,0,18.43,0,420
101,311,1,87.30584,44.2181,202407070617,18.06,88.72,0,94880,10,172.5,194,185.5,0,1.1,0.7,235,11710,0,0,18.07,0,423
102,311,1,87.30584,44.2181,202407070717,16.58,91.76,0,94890,2555,170.5,170.5,170.5,0.5,0.5,0.5,235,11710,0,0,17.01,0,447
103,311,1,87.30584,44.2181,202407070817,18.58,91.6,35,94920,31770,65.8,79.2,70.8,1.6,2.5,2.1,235,11710,0,0,19.32,0,595
104,311,1,87.30584,44.2181,202407070917,20.8,83.49,344,94940,51545,87.7,104,96.1,1.9,3.4,2.7,235,11710,0,0,22.17,0,431
105,311,1,87.30584,44.2181,202407071017,22.8,71.01,676,94940,68595,103,117.5,108.7,2.3,3.3,2.7,235,11710,0,0,23.66,0,406
106,311,1,87.30584,44.2181,202407071117,24.56,61.5,1021,94940,82200,108.7,128.1,118,1.3,3.8,2.5,235,11710,0,0,25.42,0,398
107,311,1,87.30584,44.2181,202407071217,26.07,54.93,1319,94900,92565,93.1,110.6,103.9,1.9,3,2.5,235,11710,0,0,26.65,0,400
108,311,1,87.30584,44.2181,202407071317,26.99,50.94,1575,94880,99840,87.2,105.9,95.7,1,2.2,1.5,235,11710,0,0,27.3,0,390
109,311,1,87.30584,44.2181,202407071521,28.79,44.16,1696,94800,102065,77.2,99.9,84.8,2.7,4.6,4,235,11710,0,0,29.19,0,386
110,311,1,87.30584,44.2181,202407071717,30.06,38.6,1512,94740,87865,102,121,113,1.4,2.3,2,235,11710,0,0,30.86,0,387
111,311,1,87.30584,44.2181,202407071817,30.2,38.42,1240,94750,75240,78.8,103.1,90.7,1.6,3.9,2.8,235,11710,0,0,31.57,0,387
112,311,1,87.30584,44.2181,202407071917,29.85,40.4,918,94720,59635,74.4,96.7,80.8,1.7,3.2,2.2,235,11710,0,0,32.06,0,387
113,311,1,87.30584,44.2181,202407072017,28.96,43.59,596,94740,40310,95.4,120.5,101.8,1.6,2.2,1.9,235,11710,0,0,30.61,0,390
114,311,1,87.30584,44.2181,202407072117,26.7,50.53,294,94780,14615,81.8,107.3,91.3,1,1.2,1,235,11710,0,0,27.81,0,384
115,311,1,87.30584,44.2181,202407072217,23.04,65.83,70,94790,125,90,94.7,92.35,0.7,0.8,0.8,235,11710,0,0,23.15,0,396
116,311,1,87.30584,44.2181,202407072317,21.96,68.37,0,94870,0,99.4,109.4,103.7,0.7,0.8,0.8,235,11710,0,0,21.84,0,403
117,311,1,87.30584,44.2181,202407080017,21.11,70.67,0,94870,0,90,90,90,0,0,0,235,11710,0,0,21.09,0,424
118,311,1,87.30584,44.2181,202407080117,20.57,72.56,0,94870,0,90,90,90,0,0,0,235,11710,0,0,20.6,0,517
119,311,1,87.30584,44.2181,202407080217,20.33,71.06,0,94870,0,108.4,108.4,108.4,0,0,0,235,11710,0,0,20.08,0,532
120,311,1,87.30584,44.2181,202407080517,16.46,87.01,0,94820,0,128.6,128.6,128.6,0,0,0,235,11710,0,0,16.6,0,582
121,311,1,87.30584,44.2181,202407080617,15.04,91.28,0,94870,20,127.4,127.4,127.4,0.4,0.6,0.5,235,11710,0,0,15.65,0,576
122,311,1,87.30584,44.2181,202407080717,15.49,91.3,0,94870,8040,99.4,99.4,99.4,0,0.4,0.1,235,11710,0,0,15.91,0,563
123,311,1,87.30584,44.2181,202407080817,19.35,84.42,103,94890,32030,116.5,126.2,118.7,0.6,0.9,0.8,235,11710,0,0,20.96,0,559
124,311,1,87.30584,44.2181,202407080917,22.48,77.61,371,94900,49960,251.5,251.5,251.5,0,0.4,0.1,235,11710,0,0,24.69,0,474
125,311,1,87.30584,44.2181,202407081017,26.45,58.69,684,94890,68460,5.1,354.2,12.2,0.7,1.8,1.2,235,11710,0,0,27.7,0,431
126,311,1,87.30584,44.2181,202407081117,28.42,44.91,1023,94850,81270,58,93.9,78.3,1.3,2.9,2.2,235,11710,0,0,29.08,0,410
127,311,1,87.30584,44.2181,202407081217,30.2,36.92,1342,94830,105930,63,82.1,67.9,2.7,5.1,3.4,235,11710,0,0,30.84,0,412
128,311,1,87.30584,44.2181,202407081317,31.63,35.77,1470,94820,108270,63.7,90.4,79,2.8,3.7,3.3,235,11710,0,0,32.13,0,403
129,311,1,87.30584,44.2181,202407081417,-32.2,28.42,1760,94790,100795,74,104.3,93.2,1.4,2.6,1.9,235,11710,0,0,-31.76,0,394
130,311,1,87.30584,44.2181,202407081517,-32.76,28.08,1502,94740,42700,80.3,103.9,91.9,1.4,4.4,2.6,235,11710,0,0,-32.02,0,385
131,311,1,87.30584,44.2181,202407081617,-31.56,28.22,621,94700,50025,70.3,125.4,92.4,1.4,4,2.5,235,11710,0,0,-30.74,0,382
132,311,1,87.30584,44.2181,202407081717,-31.47,29.95,1657,94660,51225,47.4,68.9,60.9,1.8,3.7,2.6,235,11710,0,0,-30.64,0,380
133,311,1,87.30584,44.2181,202407081817,-31.82,26.15,1331,94620,49805,26.1,57,38.2,2.5,3.8,3,235,11710,0,0,-30.97,0,380
134,311,1,87.30584,44.2181,202407081917,33.62,22.96,1008,94630,20285,45,61.1,51.3,1.3,1.7,1.5,235,11710,0,0,34.45,0,380
135,311,1,87.30584,44.2181,202407082017,31.36,48.98,290,94640,15495,71,71,71,0,0.4,0.1,235,11710,0,0,32.27,0,380
136,311,1,87.30584,44.2181,202407082117,27.82,57.32,388,94700,4330,210.9,210.9,210.9,0.7,0.7,0.7,235,11710,0,0,28.1,0,345
137,311,1,87.30584,44.2181,202407082217,25.41,67.21,53,94780,75,196.9,196.9,196.9,0.5,0.7,0.6,235,11710,0,0,25.34,0,435
138,311,1,87.30584,44.2181,202407082317,24.91,57.38,0,94860,0,251.5,274.2,267.3,1.2,1.8,1.6,235,11710,0,0,24.95,0,449
139,311,1,87.30584,44.2181,202407090017,24.21,58.54,0,94870,0,264.3,272.6,269,1.4,1.6,1.5,235,11710,0,0,24.27,0,442
140,311,1,87.30584,44.2181,202407090117,23.77,60.37,0,94930,0,263.6,282.9,272.6,1.6,2.1,1.8,235,11710,0,0,23.76,0,429
141,311,1,87.30584,44.2181,202407090417,23.08,61.61,0,94900,0,263.6,283.3,269.9,1,1.6,1.3,235,11710,0,0,23.06,0,421
142,311,1,87.30584,44.2181,202407090517,21.16,73.26,0,94920,0,204.3,218.5,210.5,1,1.4,1.2,235,11710,0,0,21.16,0,436
143,311,1,87.30584,44.2181,202407090617,22.87,63.06,0,94960,5,223.3,256.4,230.8,1.2,3,1.9,235,11710,0,0,22.8,0,457
144,311,1,87.30584,44.2181,202407090717,21.98,65.35,0,95010,2000,234.4,260.7,241.3,0.6,1.2,0.9,235,11710,0,0,21.96,0,438
145,311,1,87.30584,44.2181,202407090817,22.35,65.84,43,95030,8875,229.1,240.9,234.8,1.2,1.9,1.5,235,11710,0,0,22.69,0,424
146,311,1,87.30584,44.2181,202407090917,23.41,65.71,136,95060,47545,214,260.5,251.4,0.5,0.9,0.7,235,11710,0,0,24.49,0,411
147,311,1,87.30584,44.2181,202407091017,26.9,62.23,704,95080,62015,233.8,270,250.1,0.8,1.5,1.1,235,11710,0,0,27.74,0,388
148,311,1,87.30584,44.2181,202407091117,27.92,56.4,698,95130,63390,268.8,293.9,281.5,1.3,2.2,1.8,235,11710,0,0,28.71,0,356
149,311,1,87.30584,44.2181,202407091217,27.15,57.47,866,95150,62850,296.5,312,301.2,2.4,4.3,3.1,235,11710,0,0,27.85,0,360
150,311,1,87.30584,44.2181,202407091317,27.28,60.72,1135,95140,106900,286.3,306.6,296.5,2.1,3,2.6,235,11710,0,0,27.89,0,370
151,311,1,87.30584,44.2181,202407091417,28.72,53.47,1808,95100,104685,277.3,303.2,293.2,1.8,3.2,2.4,235,11710,0,0,28.99,0,362
152,311,1,87.30584,44.2181,202407091517,29.76,47.82,1766,95060,103755,320.6,329.5,323.9,2.7,3.7,3.2,235,11710,0,0,30.25,0,361
153,311,1,87.30584,44.2181,202407091617,30.14,49.43,1660,95050,57275,0,351.8,1.3,0.7,1.7,1.1,235,11710,0,0,31.23,0,370
154,311,1,87.30584,44.2181,202407091717,29.78,53.18,992,95050,16385,231.3,239,236.4,0.6,0.9,0.7,235,11710,0,0,30.61,0,360
155,311,1,87.30584,44.2181,202407091817,28.58,55.99,255,95060,16385,242.9,268,255.1,1,1.4,1.3,235,11710,0,0,29.19,0,367
156,311,1,87.30584,44.2181,202407092017,25.76,57.05,207,95080,6000,181.1,181.1,181.1,0.4,0.7,0.5,235,11710,0,0,26.24,0,378
157,311,1,87.30584,44.2181,202407092117,24.84,63.05,93,95100,2125,231.3,231.3,231.3,0.5,0.7,0.6,235,11710,0,0,25.28,0,388
158,311,1,87.30584,44.2181,202407092217,25.35,54.76,20,95230,45,262.8,295.5,277.9,2.4,4.2,3,235,11710,0,0,25.28,0,421
159,311,1,87.30584,44.2181,202407092317,24.27,57.24,0,95290,0,270,288.8,278.4,1.9,4.4,3.3,235,11710,0,0,24.21,0,394
160,311,1,87.30584,44.2181,202407100017,24.05,56.73,0,95300,0,227.5,251.9,235.8,2,3.1,2.5,235,11710,0,0,24.04,0,396
161,311,1,87.30584,44.2181,202407100117,24.11,52.58,0,95280,0,232.7,274.9,241.5,1,1.7,1.3,235,11710,0,0,24.1,0,404
162,311,1,87.30584,44.2181,202407100217,22.87,61.71,0,95300,0,285.5,298.2,292.1,1.2,1.4,1.3,235,11710,0,0,23.19,0,400
163,311,1,87.30584,44.2181,202407100317,21.6,66.03,0,95300,0,104,128.1,120,0.9,1.5,1.2,235,11710,0,0,22.11,0,425
164,311,1,87.30584,44.2181,202407100417,21.45,69.93,0,95270,0,308.6,308.6,308.6,0.3,0.5,0.4,235,11710,0,0,21.62,0,413
165,311,1,87.30584,44.2181,202407100517,19.55,75.97,0,95270,0,340.5,340.5,340.5,0.4,0.6,0.5,235,11710,0,0,19.84,0,436
166,311,1,87.30584,44.2181,202407100617,18.69,81.98,0,95300,0,213.7,213.7,213.7,0.6,0.7,0.6,235,11710,0,0,19.03,0,561
167,311,1,87.30584,44.2181,202407100717,18.51,82.76,0,95330,2285,184.7,184.7,184.7,0,0.4,0.1,235,11710,0,0,18.9,0,537
168,311,1,87.30584,44.2181,202407100817,20.47,81.28,51,95360,32060,204.2,219.7,212.5,0.9,1.1,1,235,11710,0,0,21.41,0,462
169,311,1,87.30584,44.2181,202407101017,25.5,62.07,555,95420,80090,247.9,277.1,262.5,1,1.4,1.2,235,11710,0,0,26.52,0,388
170,311,1,87.30584,44.2181,202407101118,25.91,63.26,527,95420,65270,276.3,299.7,281.5,0.9,1.4,1.1,235,11710,0,0,26.88,0,373
171,311,1,87.30584,44.2181,202407101323,28.87,55.87,1731,95360,100610,298.3,327.6,319.2,0.9,1.2,1.1,235,11710,0,0,29.61,0,382
172,311,1,87.30584,44.2181,202407101423,29.67,41.98,1775,95290,104105,292.1,307.7,300.6,2.2,2.5,2.3,235,11710,0,0,30.01,0,374
173,311,1,87.30584,44.2181,202407101523,30.64,39.53,1681,95210,103605,4.7,356.9,353.4,0.9,1.5,1.3,235,11710,0,0,31.57,0,376
174,311,1,87.30584,44.2181,202407101623,30.64,47.47,1510,95160,98205,274.3,304.6,289.3,1.8,3.2,2.4,235,11710,0,0,31.39,0,376
175,311,1,87.30584,44.2181,202407101723,30.61,42.49,1260,95120,91225,278.3,304.1,288.4,2.3,3,2.6,235,11710,0,0,31.55,0,369
176,311,1,87.30584,44.2181,202407101823,30.46,45.09,920,95100,76540,282.2,319.3,304.9,2.3,3,2.5,235,11710,0,0,31.81,0,369
177,311,1,87.30584,44.2181,202407101923,30.27,41.79,592,95120,59705,315.2,334.8,321.5,2.4,4.8,3.6,235,11710,0,0,32.32,0,372
178,311,1,87.30584,44.2181,202407102023,29.53,42.82,292,95160,39080,253.9,270,260.8,1.4,2.3,1.9,235,11710,0,0,31.14,0,373
179,311,1,87.30584,44.2181,202407102123,27.86,48.21,83,95200,15415,263.6,289.9,277.5,1.3,2.4,1.7,235,11710,0,0,28.64,0,369
180,311,1,87.30584,44.2181,202407102223,26.63,49.28,0,95240,120,254.6,270,261.7,1.3,2.1,1.7,235,11710,0,0,26.59,0,387
181,311,1,87.30584,44.2181,202407102257,26.63,49.28,0,95240,120,254.6,270,261.7,1.3,2.1,1.7,235,11710,0,0,26.59,0,409
182,311,1,87.30584,44.2181,202407102357,24.76,55.73,0,95340,0,226.8,241.7,233.7,1.2,1.7,1.4,235,11710,0,0,24.73,0,426
183,311,1,87.30584,44.2181,202407110057,22.81,63.57,0,95350,0,194.6,194.6,194.6,0,0.4,0.1,235,11710,0,0,22.82,0,421
184,311,1,87.30584,44.2181,202407110157,21.39,67.19,0,95320,0,188.5,188.5,188.5,0,0.3,0.1,235,11710,0,0,21.64,0,428
185,311,1,87.30584,44.2181,202407110257,21.23,65.68,0,95300,0,231.3,231.3,231.3,0,0.4,0.2,235,11710,0,0,21.37,0,458
186,311,1,87.30584,44.2181,202407110357,20.89,69.06,0,95260,0,251.5,251.5,251.5,0,0.5,0.4,235,11710,0,0,21.22,0,467
187,311,1,87.30584,44.2181,202407110457,20.83,69.5,0,95240,0,93.5,108.9,97.3,0.5,1.2,0.8,235,11710,0,0,21.41,0,519
188,311,1,87.30584,44.2181,202407110557,21.3,70.32,0,95230,0,234.4,247.7,242,1,1.3,1.1,235,11710,0,0,21.33,0,467
189,311,1,87.30584,44.2181,202407110657,19.99,78.71,0,95250,10,231.3,234.7,233,0.6,0.9,0.7,235,11710,0,0,20.15,0,458
190,311,1,87.30584,44.2181,202407110757,19.26,81.37,83,95290,4910,18.4,18.4,18.4,0,0,0,235,11710,0,0,19.65,0,474
191,311,1,87.30584,44.2181,202407110857,21.44,78.27,348,95310,28410,0,0,0,0,0.5,0.4,235,11710,0,0,22.8,0,431
192,311,1,87.30584,44.2181,202407110957,23.84,70.41,668,95320,49555,189.4,189.4,189.4,0.4,0.8,0.6,235,11710,0,0,26.07,0,394
193,311,1,87.30584,44.2181,202407111057,24.86,65.8,1013,95360,66855,302.4,315,308.4,1.3,1.8,1.5,235,11710,0,0,25.93,0,393
194,311,1,87.30584,44.2181,202407111157,26.64,57.56,1054,95320,82165,195.2,212.4,202,1.4,1.8,1.6,235,11710,0,0,27.57,0,376
