date,rain(mm/day),wind(km/d),daily_mean_temperature(°C),tmax(°C),tmin(°C),srad(MJ/(m2*day))
19941207,0.7,1.3,1.3,3.4,-1.5,3.37
19941208,8.7,2.5,-0.9,0.8,-2.2,2.26
19941209,2.7,1.8,-3.8,-1.7,-5.6,4.19
19941210,0.1,1.0,-7.2,-4.8,-11.4,7.49
19941211,0.0,0.8,-11.4,-6.8,-15.0,7.23
19941212,0.1,0.0,-13.4,-10.8,-16.2,2.98
19941213,0.0,0.3,-14.3,-9.3,-17.4,7.33
19941214,0.1,0.8,-14.5,-11.1,-18.0,6.17
19941215,0.0,0.3,-12.4,-7.2,-16.2,5.62
19941216,0.0,1.3,-10.7,-6.4,-14.5,4.0
19941217,0.3,1.0,-5.9,-3.5,-8.0,5.97
19941218,0.3,0.5,-9.2,-6.0,-10.7,2.17
19941219,0.2,0.8,-8.6,-7.0,-10.2,4.36
19941220,0.1,0.5,-12.1,-8.6,-14.5,4.51
19941221,0.1,0.3,-13.8,-10.6,-15.2,5.49
19941222,0.2,1.0,-8.5,-4.1,-13.9,2.16
19941223,0.0,1.0,-8.3,-5.0,-10.7,5.64
19941224,0.1,1.0,-9.4,-5.6,-11.0,2.92
19941225,0.2,0.3,-10.0,-7.4,-13.9,2.17
19941226,0.5,0.8,-12.7,-8.1,-15.4,3.61
19941227,0.3,0.5,-11.7,-10.3,-13.9,2.17
19941228,0.1,0.3,-14.4,-10.8,-17.3,4.23
19941229,0.0,0.5,-14.7,-11.4,-17.4,6.0
19941230,0.1,0.3,-14.4,-12.6,-16.3,5.17
19941231,0.0,0.8,-15.9,-11.9,-19.5,3.96
19950101,0.0,0.8,-16.3,-11.7,-19.5,2.21
19950102,0.1,0.0,-16.7,-13.7,-19.1,5.61
19950103,0.1,1.0,-15.3,-9.9,-18.6,6.8
19950104,0.0,0.0,-12.6,-6.2,-17.2,6.13
19950105,0.0,0.3,-14.8,-7.1,-18.2,7.56
19950106,0.0,1.3,-14.7,-7.3,-19.4,7.05
19950107,0.7,1.5,-11.8,-5.8,-13.9,6.93
19950108,0.1,0.5,-16.4,-11.1,-20.0,7.21
19950109,0.0,1.0,-16.1,-12.8,-19.8,3.99
19950110,0.0,0.8,-18.4,-14.7,-21.4,7.06
19950111,0.0,0.0,-19.0,-14.3,-22.1,4.29
19950112,0.0,0.5,-18.9,-14.6,-23.0,7.48
19950113,0.0,0.5,-17.5,-11.5,-22.0,8.1
19950114,0.0,0.0,-17.1,-12.2,-21.3,6.68
19950115,0.0,0.5,-14.9,-7.1,-19.6,8.3
19950116,0.1,0.8,-10.1,-5.2,-15.9,5.54
19950117,0.1,0.8,-13.5,-10.2,-17.0,2.5
19950118,0.1,0.5,-12.7,-9.6,-15.1,3.62
19950119,0.1,0.8,-12.2,-6.9,-17.2,6.7
19950120,0.1,0.8,-11.6,-3.4,-18.3,8.64
19950121,0.3,0.3,-12.3,-9.2,-15.3,2.61
19950122,0.1,0.5,-16.0,-12.4,-20.0,8.87
19950123,0.1,0.3,-16.6,-14.6,-20.0,6.42
19950124,0.1,0.8,-18.9,-12.6,-21.6,8.51
19950125,0.1,1.3,-18.8,-14.9,-21.2,7.88
19950126,0.0,0.5,-17.5,-9.3,-22.1,9.47
19950127,0.0,0.8,-13.9,-8.9,-18.6,8.3
19950128,0.0,0.5,-15.1,-10.5,-19.3,9.01
19950129,0.0,0.5,-14.1,-8.0,-18.7,10.29
19950130,0.0,1.0,-6.9,-3.3,-12.7,2.91
19950131,0.1,0.5,-10.2,-5.5,-15.0,8.53
19950201,0.1,1.8,-9.8,-4.8,-13.2,9.75
19950202,0.1,0.5,-12.9,-7.6,-16.8,10.51
19950203,0.0,0.3,-12.0,-6.4,-17.3,10.32
19950204,0.0,0.5,-11.0,-5.6,-15.7,10.52
19950205,0.0,1.0,-12.2,-7.6,-16.5,11.02
19950206,0.1,0.8,-11.4,-7.3,-15.0,10.25
19950207,0.0,1.0,-8.9,-3.1,-14.0,10.45
19950208,0.0,0.5,-6.3,-1.8,-10.9,7.36
19950209,0.0,0.8,-6.0,-3.1,-10.2,11.37
19950210,0.1,0.8,-5.1,-3.6,-7.8,3.97
19950211,0.1,1.3,-5.8,-4.6,-7.3,3.4
19950212,0.1,1.3,-6.5,-4.7,-8.0,3.45
19950213,0.1,0.8,-4.6,-0.4,-7.6,5.58
19950214,0.0,1.0,-5.3,-1.1,-8.8,8.06
19950215,0.1,1.0,-5.5,-2.8,-7.6,6.56
19950216,0.1,0.8,-6.4,-4.1,-7.8,3.64
19950217,0.1,1.3,-5.8,-4.1,-7.8,3.69
19950218,1.9,1.8,-4.4,-2.1,-6.2,3.73
19950219,5.4,1.3,-4.9,-2.6,-6.0,3.78
19950220,2.2,0.5,-6.0,-3.5,-7.6,10.24
19950221,0.1,0.8,-11.9,-7.1,-15.7,11.79
19950222,0.1,0.8,-11.8,-7.5,-15.1,12.47
19950223,0.0,0.5,-11.6,-5.9,-17.0,14.18
19950224,0.1,0.8,-12.1,-5.8,-16.5,13.4
19950225,0.0,0.8,-10.6,-5.3,-15.9,13.41
19950226,0.0,0.3,-8.9,-2.9,-14.1,14.35
19950227,0.0,0.3,-4.7,1.9,-10.8,15.06
19950228,0.1,0.8,-3.5,1.9,-7.1,13.91
19950301,0.0,1.0,-2.8,2.7,-8.0,15.69
19950302,0.0,1.0,-3.8,-0.3,-7.3,8.77
19950303,0.0,1.3,-2.5,1.8,-6.1,15.49
19950304,0.0,1.0,-1.4,2.6,-5.7,16.11
19950305,0.0,0.3,0.3,5.1,-3.5,16.13
19950306,1.5,2.0,-0.7,2.4,-2.1,4.56
19950307,0.1,2.5,-2.8,-0.2,-6.0,17.4
19950308,0.0,0.8,-5.4,-0.2,-9.5,17.67
19950309,0.0,1.3,-4.0,1.4,-9.5,16.93
19950310,0.0,1.3,-1.4,2.7,-4.7,17.45
19950311,0.0,1.3,-1.7,2.3,-4.9,16.95
19950312,0.0,1.5,0.1,5.4,-3.5,16.57
19950313,0.1,2.5,-5.0,2.8,-8.1,6.75
19950314,3.9,1.8,-9.5,-6.5,-11.4,15.8
19950315,0.1,1.0,-9.2,-5.1,-13.4,15.53
19950316,0.0,1.0,-9.8,-5.3,-15.0,17.89
19950317,0.0,0.8,-8.2,-3.4,-12.7,18.02
19950318,0.0,1.0,-5.4,0.4,-10.4,18.29
19950319,0.0,0.5,-1.8,4.3,-6.9,17.61
19950320,0.0,0.8,2.4,7.6,-3.1,17.2
19950321,0.0,1.5,7.6,13.5,2.5,15.83
19950322,8.1,1.5,5.0,10.7,2.4,6.79
19950323,0.1,1.3,6.3,11.0,1.5,19.63
19950324,0.0,4.0,7.4,17.0,0.7,20.17
19950325,0.0,1.5,8.2,14.8,3.4,18.91
19950326,0.0,1.8,9.3,14.5,5.5,8.99
19950327,0.1,1.5,11.4,17.0,5.1,21.4
19950328,0.0,2.0,11.3,17.5,4.4,20.97
19950329,0.0,1.5,12.0,17.6,7.0,19.83
19950330,0.0,1.8,10.0,15.9,5.4,14.68
19950331,0.0,2.0,10.3,16.6,4.6,19.49
19950401,0.0,2.5,11.7,16.2,7.9,16.3
19950402,0.0,1.8,11.1,17.9,7.0,12.21
19950403,0.2,1.8,8.0,13.6,5.2,6.05
19950404,1.6,2.0,5.5,9.2,0.5,14.55
19950405,0.4,2.5,5.7,9.1,1.6,13.47
19950406,0.0,1.5,8.5,15.8,1.7,22.07
19950407,0.0,1.5,11.5,18.1,3.9,22.63
19950408,0.0,1.3,13.7,21.9,5.0,22.74
19950409,0.0,1.3,15.6,23.9,7.4,22.41
19950410,0.0,1.3,16.3,23.5,9.3,22.67
19950411,0.1,2.5,16.7,22.4,12.2,21.28
19950412,0.3,2.0,13.1,19.3,9.0,16.57
19950413,1.1,2.0,8.1,14.5,4.6,12.28
19950414,0.0,2.0,10.9,16.3,6.5,23.09
19950415,0.0,1.0,13.0,20.3,6.8,24.71
19950416,0.0,2.5,14.0,19.6,9.9,22.23
19950417,0.0,2.8,14.6,21.9,8.0,24.62
19950418,0.0,1.8,16.7,24.5,9.3,23.95
19950419,0.1,2.5,14.2,22.1,12.0,8.36
19950420,0.0,2.8,9.0,13.9,3.8,25.53
19950421,0.0,1.3,8.5,14.6,1.0,25.93
19950422,0.0,2.0,9.8,17.1,2.3,26.34
19950423,0.0,2.8,12.5,19.8,4.8,26.75
19950424,0.0,1.3,14.9,23.0,7.3,26.06
19950425,0.0,2.5,16.5,23.3,11.0,25.52
19950426,0.0,3.3,18.4,25.3,13.3,25.45
19950427,0.0,2.5,17.6,23.8,12.2,25.06
19950428,0.0,1.5,16.8,24.6,8.0,26.88
19950429,0.0,2.3,20.4,27.0,14.4,26.8
19950430,0.0,2.0,17.6,25.7,10.3,27.83
19950501,0.0,1.3,18.2,26.9,9.2,26.8
19950502,0.0,1.3,19.5,27.2,11.5,23.86
19950503,0.0,2.3,21.1,28.8,12.5,20.59
19950504,0.1,2.5,26.6,31.9,20.6,25.43
19950505,1.1,2.3,21.0,30.2,17.0,18.15
19950506,0.2,2.0,19.8,26.6,14.3,24.12
19950507,0.3,1.3,18.1,24.5,14.0,19.06
19950508,0.5,2.0,20.8,27.5,14.8,23.92
19950509,0.0,1.5,23.3,31.6,17.0,25.59
19950510,1.8,2.8,22.1,29.8,18.5,19.69
19950511,6.5,1.8,19.1,24.5,13.7,23.61
19950512,0.0,1.8,19.3,25.4,13.3,23.5
19950513,0.0,2.5,22.0,28.4,15.2,28.88
19950514,1.1,2.5,21.8,27.8,16.5,25.86
19950515,9.3,2.8,15.2,26.1,11.5,19.92
19950516,3.0,2.8,14.7,22.3,8.6,26.29
19950517,1.6,2.3,9.5,18.1,5.7,11.89
19950518,0.0,2.8,11.9,17.8,6.1,30.12
19950519,0.0,2.0,14.8,21.5,8.4,29.19
19950520,0.3,2.5,16.7,24.1,11.0,25.33
19950521,0.0,2.3,21.3,28.4,12.4,30.58
19950522,1.1,2.3,14.8,27.5,10.0,14.65
19950523,0.0,1.0,14.4,19.3,9.6,20.06
19950524,0.1,1.5,14.0,19.1,9.8,10.29
19950525,0.0,1.5,16.7,25.7,8.0,25.19
19950526,0.0,2.0,20.0,25.0,15.0,22.11
19950527,0.0,1.8,20.2,25.5,15.0,25.41
19950528,0.0,2.0,19.4,24.0,15.9,18.08
19950529,0.0,2.0,20.8,28.3,13.3,26.29
19950530,0.1,2.8,18.9,25.4,13.9,24.19
19950531,0.0,2.0,20.4,26.6,14.6,23.72
19950601,0.0,2.0,22.5,29.1,15.3,29.65
19950602,0.0,1.8,24.8,29.6,20.6,26.22
19950603,0.1,2.3,24.2,30.7,20.1,20.17
19950604,0.1,1.8,24.7,30.6,19.3,23.15
19950605,0.1,1.8,25.6,31.0,19.5,25.96
19950606,0.0,2.3,26.6,33.4,20.2,29.75
19950607,0.0,1.5,26.6,34.2,16.8,28.62
19950608,0.0,2.0,29.3,37.2,21.7,28.96
19950609,0.1,4.3,28.2,36.1,24.2,25.85
19950610,3.6,1.5,19.0,30.0,15.0,10.9
19950611,10.9,1.5,19.5,24.3,14.8,22.92
19950612,0.0,1.5,21.7,30.4,14.7,26.87
19950613,0.1,2.3,22.7,27.2,18.9,20.8
19950614,0.1,4.0,21.8,28.6,17.4,25.24
19950615,0.4,2.8,21.4,28.4,14.7,30.84
19950616,0.0,2.0,25.4,33.4,19.4,27.72
19950617,0.0,1.8,26.3,32.1,21.2,26.57
19950618,0.4,2.0,23.1,29.6,17.3,26.41
19950619,0.0,2.5,23.4,29.1,17.4,31.18
19950620,0.0,1.8,22.5,28.8,17.6,29.37
19950621,0.0,1.8,24.5,32.3,16.1,31.18
19950622,0.0,1.8,26.2,33.6,18.4,28.87
19950623,0.0,1.8,28.1,35.1,21.0,30.02
19950624,0.0,1.8,29.1,36.6,21.3,27.39
19950625,0.2,3.8,25.9,35.7,22.6,13.9
19950626,0.1,1.8,22.1,28.6,16.2,28.85
19950627,0.0,1.8,25.2,31.5,18.7,28.51
19950628,0.0,2.0,26.7,34.6,17.2,29.49
19950629,0.0,1.5,28.0,36.1,21.0,27.34
19950630,0.0,0.8,30.1,37.1,23.0,26.34
19950701,0.1,2.0,30.5,40.1,24.4,24.53
19950702,0.0,1.8,32.5,40.7,25.2,23.53
19950703,0.1,2.3,32.3,40.6,25.7,29.74
19950704,0.0,2.0,31.1,39.0,25.6,26.78
19950705,0.1,3.0,29.5,34.1,25.0,18.4
19950706,0.1,1.5,28.1,33.3,24.0,15.76
19950707,1.1,1.8,25.4,30.7,21.0,12.8
19950708,0.0,2.0,28.3,35.2,23.0,27.18
19950709,0.9,2.0,25.6,32.7,21.0,22.25
19950710,0.1,1.5,26.4,32.1,20.5,29.92
19950711,0.2,2.3,27.0,32.7,20.5,27.6
19950712,0.1,2.5,25.3,30.8,22.3,15.0
19950713,0.1,1.8,25.9,32.3,21.6,23.95
19950714,0.1,0.8,25.7,34.1,20.7,23.43
19950715,0.0,2.0,27.3,34.4,21.5,25.85
19950716,0.1,2.5,26.3,33.6,22.9,18.16
19950717,0.0,2.0,27.4,33.9,21.5,27.74
19950718,0.1,1.3,27.6,34.4,23.9,23.8
19950719,0.1,1.3,22.1,34.0,19.8,12.39
19950720,12.7,2.0,18.2,22.6,12.6,27.14
19950721,0.0,1.3,18.9,24.8,13.1,29.2
19950722,0.0,1.0,20.7,28.1,13.3,30.62
19950723,0.0,1.3,23.9,32.7,14.7,30.09
19950724,0.0,2.0,25.4,31.2,18.6,22.28
19950725,1.5,1.5,23.0,30.1,18.7,9.31
19950726,0.0,2.0,24.0,29.6,19.5,19.29
19950727,0.1,4.0,21.0,29.6,17.2,23.76
19950728,12.5,1.0,21.5,27.5,16.3,29.83
19950729,0.0,1.8,23.3,28.6,17.8,28.01
19950730,0.1,1.8,23.0,28.5,18.1,22.65
19950731,0.0,2.3,25.0,31.0,18.8,25.65
19950801,0.1,2.8,24.0,29.5,18.9,24.79
19950802,0.0,1.5,26.0,32.8,18.6,28.73
19950803,0.0,1.5,27.3,34.5,20.6,25.0
19950804,0.0,2.3,29.2,36.1,21.9,27.49
19950805,0.0,2.5,27.4,34.6,21.5,27.74
19950806,0.1,1.5,27.7,33.2,23.5,19.89
19950807,0.1,1.8,23.8,29.4,20.5,15.23
19950808,10.9,1.0,18.9,23.3,16.8,7.43
19950809,0.1,2.0,21.5,27.6,16.4,28.25
19950810,0.0,1.5,24.6,31.1,18.5,27.7
19950811,0.1,3.0,24.0,30.1,21.4,18.18
19950812,0.0,2.3,26.2,32.4,21.5,25.66
19950813,0.0,2.5,26.5,31.7,23.3,20.26
19950814,0.0,1.0,24.2,30.4,17.8,27.23
19950815,0.0,1.8,25.6,31.3,20.7,27.3
19950816,0.0,1.0,25.4,32.6,17.8,27.06
19950817,0.0,2.0,27.0,36.3,18.7,26.35
19950818,0.0,1.3,28.6,36.1,23.0,22.08
19950819,0.0,1.8,29.6,35.5,24.3,20.61
19950820,0.1,2.8,29.1,37.5,21.4,25.16
19950821,1.3,1.8,23.4,35.1,18.0,25.22
19950822,0.0,2.0,24.1,31.2,18.5,23.9
19950823,0.0,1.8,25.7,32.1,19.9,24.27
19950824,0.0,1.8,27.0,36.2,18.9,25.25
19950825,0.1,3.3,25.2,34.2,22.2,19.83
19950826,6.1,1.0,19.8,24.5,15.7,21.11
19950827,0.0,0.8,20.2,27.6,13.4,24.8
19950828,0.0,1.3,21.6,29.1,14.5,25.0
19950829,0.0,1.3,22.2,30.6,14.5,22.19
19950830,0.1,2.3,21.8,27.9,17.6,17.15
19950831,3.0,1.5,16.6,22.9,12.2,21.99
19950901,0.0,2.5,17.5,22.1,13.6,19.81
19950902,0.1,1.5,18.6,25.5,12.7,22.82
19950903,0.1,1.0,19.5,25.4,13.8,18.58
19950904,3.6,1.3,17.2,22.6,14.8,6.29
19950905,0.1,1.0,18.1,22.6,15.0,10.2
19950906,0.0,1.5,19.6,26.2,12.8,22.97
19950907,0.0,2.3,18.6,24.0,13.6,8.76
19950908,0.1,0.8,19.9,26.2,15.0,22.44
19950909,0.0,1.8,19.8,27.7,12.1,21.89
19950910,0.0,0.8,20.8,29.0,14.1,18.48
19950911,0.0,1.8,23.3,31.1,14.6,21.23
19950912,0.0,1.5,22.1,30.3,13.8,20.97
19950913,0.0,1.3,23.9,28.7,19.6,16.32
19950914,0.0,0.8,22.1,29.6,15.2,19.18
19950915,0.1,1.5,21.6,27.6,15.3,7.29
19950916,0.0,0.8,22.5,30.9,15.0,19.93
19950917,0.0,1.8,22.4,29.9,15.5,19.8
19950918,0.0,1.5,22.3,30.7,15.3,19.82
19950919,0.0,2.3,23.0,30.9,16.6,19.83
19950920,0.0,1.8,23.1,29.7,18.1,18.89
19950921,0.0,1.5,22.1,30.0,14.1,19.31
19950922,0.0,1.3,22.3,31.3,13.9,18.78
19950923,0.0,1.3,21.8,28.2,16.3,18.78
19950924,0.0,0.8,19.4,25.4,13.0,18.66
19950925,0.0,1.8,18.3,22.5,13.5,14.01
19950926,0.1,1.3,17.1,23.4,11.1,15.62
19950927,0.0,1.3,19.7,28.2,14.3,18.66
19950928,0.0,2.8,18.5,24.1,15.9,8.86
19950929,1.0,1.0,13.5,16.1,11.1,5.02
19950930,0.0,0.8,13.1,17.8,8.5,15.29
19951001,0.0,1.3,12.8,18.6,6.5,18.25
19951002,0.0,0.8,12.5,21.0,7.0,17.99
19951003,0.0,1.3,13.2,21.8,6.3,17.47
19951004,0.0,1.3,14.7,22.8,9.4,16.71
19951005,0.0,1.3,16.4,23.7,11.5,16.33
19951006,0.0,1.0,16.4,24.3,11.0,15.83
19951007,0.0,1.0,16.7,25.4,10.0,16.07
19951008,0.0,0.3,19.1,27.6,12.2,15.08
19951009,0.0,1.3,18.5,24.0,13.5,10.09
19951010,0.0,1.5,17.6,23.0,12.4,10.72
19951011,13.5,1.8,13.0,20.3,10.6,4.4
19951012,0.0,1.3,12.5,18.2,7.6,16.48
19951013,0.0,0.3,11.1,16.8,7.6,9.02
19951014,0.1,1.8,11.2,17.5,7.4,9.52
19951015,4.9,1.3,9.9,13.2,6.7,12.45
19951016,0.0,0.5,7.9,13.7,4.0,12.23
19951017,0.0,1.0,9.4,16.0,4.2,14.64
19951018,3.9,3.0,5.3,12.5,1.6,4.04
19951019,3.3,0.8,2.1,4.1,0.7,3.99
19951020,0.1,1.0,2.6,6.1,-0.4,13.24
19951021,0.0,0.8,2.4,7.9,-2.3,14.0
19951022,0.0,0.5,2.9,9.8,-1.7,12.11
19951023,0.0,1.0,5.0,12.6,-0.2,13.09
19951024,0.0,0.5,6.4,13.7,1.5,13.18
19951025,0.0,0.5,7.3,13.6,2.5,12.95
19951026,0.0,1.3,6.6,10.8,3.5,11.66
19951027,10.6,1.8,1.9,7.5,0.2,3.61
19951028,0.5,0.5,0.3,4.2,-4.7,11.96
19951029,0.0,1.0,0.4,5.8,-4.2,11.53
19951030,0.0,0.8,0.8,5.5,-3.3,11.11
19951031,0.0,1.0,2.3,7.8,-2.1,11.51
19951101,0.0,0.3,2.4,8.3,-2.0,10.18
19951102,0.0,0.0,3.8,9.9,-0.7,9.58
19951103,0.0,1.0,5.5,11.5,1.3,10.98
19951104,0.0,1.3,6.4,11.6,1.8,10.58
19951105,0.0,0.8,4.5,9.3,0.3,11.65
19951106,0.0,1.5,1.7,6.2,-2.5,10.86
19951107,0.0,0.8,2.2,7.5,-2.2,11.43
19951108,0.0,0.3,2.2,8.1,-2.1,10.94
19951109,0.0,0.8,3.0,9.2,-1.5,9.6
19951110,0.0,0.3,3.2,10.2,-1.3,9.5
19951111,0.0,0.3,4.4,11.3,-0.5,6.43
19951112,0.0,1.5,6.8,14.3,0.5,9.88
19951113,0.0,1.0,4.4,10.8,-0.5,9.97
19951114,0.0,0.5,5.0,8.8,1.0,9.88
19951115,0.0,1.8,5.0,12.8,0.9,6.08
19951116,10.9,2.0,2.3,5.5,0.1,2.79
19951117,3.1,1.0,-1.3,2.5,-4.8,9.61
19951118,0.0,1.5,-4.7,-1.5,-7.6,6.61
19951119,0.0,1.3,-4.2,0.6,-6.8,9.61
19951120,0.0,0.3,-4.3,0.6,-7.8,7.7
19951121,0.0,0.0,-4.2,1.4,-8.5,8.67
19951122,0.0,0.0,-4.8,-0.4,-8.4,7.91
19951123,0.1,0.3,-4.7,-2.4,-7.1,2.58
19951124,0.0,0.0,-5.5,-0.7,-8.7,8.03
19951125,0.1,0.3,-8.4,-3.4,-10.1,2.52
19951126,0.1,0.0,-8.5,-7.1,-9.2,2.5
19951127,0.2,0.0,-8.1,-6.2,-9.4,2.47
19951128,0.1,0.0,-5.2,3.9,-10.4,6.47
19951129,0.0,0.3,-1.0,3.7,-4.2,7.08
19951130,0.0,0.3,-3.1,-0.1,-6.2,2.4
19951201,0.0,0.0,-3.0,0.0,-5.7,6.17
19951202,0.0,0.0,-5.0,-1.4,-7.7,5.17
19951203,0.1,0.0,-7.8,-4.5,-11.5,2.34
19951204,0.2,0.0,-7.6,-6.4,-8.7,2.32
19951205,0.1,0.3,-7.7,-6.8,-8.2,2.31
19951206,0.1,0.0,-8.1,-5.8,-9.6,3.23
19951207,0.1,0.3,-9.8,-6.4,-12.7,2.27
19951208,0.0,0.3,-7.5,-1.7,-11.8,6.78
19951209,0.1,0.8,-3.6,-0.6,-6.3,6.36
19951210,0.1,1.3,-5.6,-3.0,-7.9,2.23
19951211,3.6,1.0,-4.2,-3.0,-5.9,2.22
19951212,5.5,0.8,-7.2,-3.4,-8.7,2.21
19951213,0.2,0.3,-13.5,-8.1,-19.0,6.03
19951214,0.1,0.5,-15.0,-11.4,-19.5,6.78
19951215,0.0,1.0,-19.7,-14.3,-20.7,6.83
19951216,0.0,0.3,-17.7,-12.8,-21.4,6.06
19951217,0.0,0.8,-15.5,-10.7,-18.7,6.35
19951218,0.0,0.3,-16.2,-11.8,-19.5,6.42
19951219,0.0,0.5,-13.6,-8.6,-16.7,4.44
19951220,0.0,0.0,-9.8,-0.1,-13.3,6.93
19951221,0.0,0.8,-12.2,-8.1,-16.0,5.72
19951222,0.0,0.3,-12.0,-7.6,-16.4,4.73
19951223,0.1,0.5,-13.8,-10.8,-16.7,6.25
19951224,0.0,0.8,-11.0,-6.4,-16.2,4.89
19951225,0.6,0.3,-7.9,-5.7,-9.8,4.44
19951226,0.5,0.8,-13.6,-9.7,-17.0,2.78
19951227,0.0,0.0,-15.4,-10.5,-17.7,6.88
19951228,0.0,0.0,-15.0,-8.8,-19.4,6.21
19951229,0.0,0.3,-14.8,-9.7,-19.6,6.23
19951230,0.1,0.0,-16.5,-12.8,-19.4,5.94
19951231,0.0,0.8,-12.7,-4.4,-17.6,6.8
19960101,0.0,0.5,-10.0,-5.1,-12.9,5.75
19960102,0.0,0.8,-12.2,-8.8,-15.2,6.85
19960103,0.9,0.3,-9.3,-5.2,-12.5,2.23
19960104,0.1,0.3,-10.6,-5.6,-16.3,6.67
19960105,0.1,0.8,-10.5,-7.6,-13.8,5.77
19960106,1.3,0.8,-14.9,-10.4,-19.2,7.05
19960107,0.1,1.5,-19.0,-15.1,-21.7,4.34
19960108,0.0,0.3,-15.4,-10.8,-19.6,7.29
19960109,0.0,0.8,-12.8,-9.9,-16.4,2.32
19960110,4.3,1.3,-10.8,-6.9,-15.2,2.34
19960111,6.6,2.5,-13.3,-7.1,-17.3,5.82
19960112,0.1,1.0,-20.2,-17.0,-23.8,4.24
19960113,0.1,1.0,-17.8,-15.3,-20.1,4.52
19960114,0.0,1.3,-22.6,-17.2,-25.5,7.91
19960115,0.1,0.5,-22.6,-17.9,-26.2,7.14
19960116,0.0,0.3,-21.5,-16.3,-26.1,2.47
19960117,0.0,0.5,-19.6,-15.9,-24.0,2.5
19960118,0.0,1.0,-20.9,-17.1,-23.8,7.4
19960119,0.0,1.3,-17.6,-13.4,-21.0,8.23
